orf,strand,frame,start,length,gc_content,stop_codon
orf5896,-,2,3518523,450,0.48,TAG
orf5897,-,0,3520277,405,0.481,TAA
orf5898,-,2,3521835,345,0.47,TAA
orf5899,-,2,3522810,1335,0.538,TAA
orf5900,-,0,3525257,384,0.552,TAA
orf5901,-,2,3531741,423,0.539,TAA
orf5902,-,2,3536598,435,0.543,TAA
orf5903,-,2,3537264,324,0.549,TAA
orf5904,-,1,3537463,597,0.556,TGA
orf5905,-,1,3538375,516,0.516,TAG
orf5906,-,2,3539040,1323,0.521,TGA
orf5907,-,2,3540669,336,0.494,TAA
orf5908,-,0,3541094,567,0.534,TGA
orf5909,-,0,3543308,2631,0.536,TAA
orf5910,-,2,3546066,501,0.517,TGA
orf5911,-,1,3546634,1077,0.536,TAA
orf5912,-,0,3547775,498,0.562,TGA
orf5913,-,0,3548417,1134,0.545,TAA
orf5914,-,1,3550801,333,0.556,TGA
orf5915,-,2,3552948,393,0.471,TAG
orf5916,-,2,3554697,1590,0.564,TAA
orf5917,-,2,3556368,558,0.489,TAA
orf5918,-,2,3558891,2253,0.576,TAA
orf5919,-,0,3561296,528,0.527,TAA
orf5920,-,2,3561972,1020,0.524,TAA
orf5921,-,2,3563466,324,0.574,TGA
orf5922,-,2,3564195,366,0.598,TGA
orf5923,-,2,3566256,438,0.55,TAG
orf5924,-,1,3566719,411,0.528,TGA
orf5925,-,2,3566784,300,0.567,TAA
orf5926,-,2,3567126,768,0.57,TGA
orf5927,-,0,3567314,390,0.603,TGA
orf5928,-,0,3567893,543,0.562,TGA
orf5929,-,0,3568445,1710,0.564,TAA
orf5930,-,1,3569455,309,0.54,TGA
orf5931,-,1,3570172,924,0.58,TGA
orf5932,-,2,3571098,1827,0.579,TGA
orf5933,-,0,3572921,513,0.571,TGA
orf5934,-,2,3573657,462,0.5,TGA
orf5935,-,0,3574421,351,0.519,TGA
orf5936,-,1,3575056,309,0.544,TAA
orf5937,-,2,3575157,327,0.52,TGA
orf5938,-,0,3579014,366,0.519,TAA
orf5939,-,0,3580136,354,0.506,TAG
orf5940,-,0,3581207,372,0.567,TAG
orf5941,-,2,3581340,372,0.583,TAA
orf5942,-,0,3584387,1428,0.576,TAA
orf5943,-,1,3585814,594,0.571,TAA
orf5944,-,0,3587081,1029,0.519,TAA
orf5945,-,1,3588136,1140,0.527,TAA
orf5946,-,0,3589415,627,0.541,TAA
orf5947,-,1,3590035,762,0.547,TAA
orf5948,-,0,3590777,1050,0.518,TAA
orf5949,-,1,3591823,480,0.535,TGA
orf5950,-,2,3592302,711,0.553,TAA
orf5951,-,2,3593031,312,0.519,TAA
orf5952,-,1,3593536,324,0.475,TAA
orf5953,-,0,3593909,606,0.523,TGA
orf5954,-,1,3594514,1428,0.541,TAA
orf5955,-,0,3595943,909,0.537,TAA
orf5956,-,0,3598820,876,0.522,TGA
orf5957,-,1,3599740,789,0.559,TGA
orf5958,-,2,3600372,747,0.552,TAA
orf5959,-,1,3601129,1056,0.511,TAA
orf5960,-,2,3602196,537,0.512,TAA
orf5961,-,0,3602729,1563,0.505,TGA
orf5962,-,2,3604389,2700,0.503,TGA
orf5963,-,1,3607696,735,0.51,TAA
orf5964,-,0,3608504,1713,0.561,TAA
orf5965,-,1,3610216,1800,0.566,TAA
orf5966,-,2,3615327,603,0.556,TAA
orf5967,-,0,3615893,780,0.559,TGA
orf5968,-,0,3616853,1206,0.532,TGA
orf5969,-,0,3618080,1455,0.509,TAA
orf5970,-,0,3619604,861,0.458,TAA
orf5971,-,0,3624554,672,0.515,TGA
orf5972,-,1,3627937,354,0.5,TAA
orf5973,-,1,3629041,1299,0.507,TAA
orf5974,-,1,3630427,1638,0.52,TAA
orf5975,-,2,3632292,792,0.514,TAA
orf5976,-,1,3633154,336,0.473,TAG
orf5977,-,0,3633815,2235,0.537,TAG
orf5978,-,1,3636097,1302,0.513,TAG
orf5979,-,1,3640444,1341,0.535,TAA
orf5980,-,2,3641805,798,0.564,TGA
orf5981,-,1,3643147,1353,0.52,TAA
orf5982,-,2,3644007,318,0.519,TGA
orf5983,-,2,3644934,450,0.524,TGA
orf5984,-,0,3645401,783,0.538,TAA
orf5985,-,1,3646183,330,0.521,TAA
orf5986,-,0,3648818,318,0.487,TGA
orf5987,-,2,3650601,1842,0.514,TAA
orf5988,-,0,3651014,471,0.535,TGA
orf5989,-,0,3652949,309,0.602,TAA
orf5990,-,2,3653046,588,0.561,TAA
orf5991,-,2,3654264,1152,0.536,TAA
orf5992,-,2,3655440,648,0.495,TAA
orf5993,-,0,3657998,408,0.549,TAA
orf5994,-,0,3659081,366,0.568,TGA
orf5995,-,1,3659317,381,0.564,TAA
orf5996,-,2,3660441,339,0.54,TGA
orf5997,-,1,3662542,1101,0.525,TAA
orf5998,-,0,3663635,396,0.543,TAA
orf5999,-,0,3664049,918,0.49,TAA
orf6000,-,2,3665958,339,0.555,TAA
orf6001,-,1,3666616,441,0.551,TGA
orf6002,-,1,3667435,807,0.544,TAA
orf6003,-,0,3668480,1299,0.509,TGA
orf6004,-,1,3670156,1344,0.528,TGA
orf6005,-,1,3671569,300,0.48,TAA
orf6006,-,0,3673034,1827,0.551,TAA
orf6007,-,1,3674860,3543,0.545,TAA
orf6008,-,2,3675984,306,0.507,TGA
orf6009,-,0,3678395,2889,0.508,TGA
orf6010,-,2,3681459,3369,0.539,TGA
orf6011,-,2,3684840,324,0.54,TAG
orf6012,-,0,3685148,366,0.53,TGA
orf6013,-,1,3685552,804,0.53,TGA
orf6014,-,2,3686106,471,0.535,TAA
orf6015,-,2,3686760,795,0.507,TAA
orf6016,-,2,3687561,876,0.531,TGA
orf6017,-,2,3688587,2247,0.538,TAG
orf6018,-,2,3690846,465,0.49,TAA
orf6019,-,0,3692138,315,0.53,TAA
orf6020,-,2,3694239,330,0.548,TAA
orf6021,-,2,3694626,339,0.543,TAA
orf6022,-,1,3695068,1194,0.556,TAA
orf6023,-,0,3696254,2160,0.522,TGA
orf6024,-,0,3700037,1263,0.528,TAA
orf6025,-,1,3702343,693,0.506,TAG
orf6026,-,2,3703164,1524,0.504,TGA
orf6027,-,0,3704897,762,0.522,TAA
orf6028,-,1,3705688,729,0.497,TAG
orf6029,-,0,3706811,1182,0.534,TAG
orf6030,-,2,3708957,339,0.442,TAA
orf6031,-,1,3712336,426,0.336,TGA
orf6032,-,0,3717101,633,0.365,TAA
orf6033,-,0,3717956,432,0.324,TAG
orf6034,-,1,3718606,582,0.344,TAA
orf6035,-,1,3719203,735,0.365,TAG
orf6036,-,2,3719934,333,0.387,TGA
orf6037,-,0,3720539,735,0.329,TAA
orf6038,-,0,3722834,1122,0.331,TAA
orf6039,-,1,3724279,453,0.404,TAG
orf6040,-,2,3725004,666,0.345,TGA
orf6041,-,1,3725659,1032,0.361,TAG
orf6042,-,0,3726605,570,0.381,TAA
orf6043,-,2,3727458,336,0.369,TGA
orf6044,-,1,3727906,1320,0.446,TAA
orf6045,-,0,3729230,2061,0.374,TAG
orf6046,-,2,3731283,1146,0.364,TAA
orf6047,-,1,3732433,1704,0.388,TAG
orf6048,-,2,3734133,750,0.385,TGA
orf6049,-,2,3735474,1059,0.395,TAA
orf6050,-,1,3736516,576,0.42,TGA
orf6051,-,0,3737465,714,0.515,TGA
orf6052,-,2,3741450,432,0.519,TGA
orf6053,-,2,3742338,1779,0.458,TAA
orf6054,-,1,3747037,300,0.46,TGA
orf6055,-,0,3748313,324,0.5,TGA
orf6056,-,1,3750067,324,0.497,TAA
orf6057,-,0,3750764,1626,0.525,TAA
orf6058,-,1,3752437,603,0.506,TAG
orf6059,-,2,3754314,333,0.511,TAA
orf6060,-,2,3756336,414,0.558,TAA
orf6061,-,2,3760224,333,0.529,TGA
orf6062,-,0,3764915,369,0.485,TGA
orf6063,-,0,3765713,402,0.532,TGA
orf6064,-,0,3766673,330,0.573,TGA
orf6065,-,1,3767161,1935,0.527,TGA
orf6066,-,2,3769356,648,0.489,TGA
orf6067,-,1,3771805,1518,0.524,TAA
orf6068,-,1,3773332,882,0.535,TGA
orf6069,-,0,3774521,1593,0.571,TAG
orf6070,-,1,3776260,711,0.482,TAA
orf6071,-,1,3776995,795,0.536,TGA
orf6072,-,1,3778126,390,0.538,TAA
orf6073,-,1,3778564,315,0.537,TAA
orf6074,-,0,3780131,333,0.538,TAA
orf6075,-,1,3780253,345,0.53,TAA
orf6076,-,0,3780518,660,0.524,TAA
orf6077,-,2,3781341,312,0.455,TAA
orf6078,-,0,3781925,414,0.481,TAG
orf6079,-,0,3782513,528,0.509,TAG
orf6080,-,0,3783296,2874,0.557,TAA
orf6081,-,0,3786287,390,0.523,TAA
orf6082,-,1,3786700,1095,0.545,TGA
orf6083,-,1,3788242,1203,0.55,TAA
orf6084,-,2,3789468,1179,0.595,TGA
orf6085,-,0,3790643,1326,0.532,TGA
orf6086,-,2,3791994,585,0.506,TAA
orf6087,-,0,3793019,327,0.498,TAA
orf6088,-,0,3794699,1233,0.528,TAA
orf6089,-,1,3796186,696,0.516,TGA
orf6090,-,1,3799639,360,0.567,TGA
orf6091,-,1,3800899,324,0.509,TAA
orf6092,-,1,3803752,312,0.468,TAA
orf6093,-,1,3804070,594,0.436,TAG
orf6094,-,0,3804815,708,0.525,TAA
orf6095,-,1,3805648,594,0.512,TAG
orf6096,-,1,3806422,861,0.498,TAA
orf6097,-,0,3807305,417,0.472,TGA
orf6098,-,1,3807640,1080,0.51,TAA
orf6099,-,0,3808934,1164,0.525,TAA
orf6100,-,2,3810147,1020,0.517,TAA
orf6101,-,0,3813305,372,0.556,TGA
orf6102,-,0,3814586,624,0.542,TAA
orf6103,-,1,3815296,510,0.484,TGA
orf6104,-,1,3815827,966,0.561,TGA
orf6105,-,2,3816789,1278,0.51,TGA
orf6106,-,0,3818081,1389,0.5,TGA
orf6107,-,0,3819497,444,0.426,TAA
orf6108,-,2,3820254,1992,0.56,TAA
orf6109,-,0,3823487,921,0.552,TAA
orf6110,-,0,3824543,732,0.488,TAG
orf6111,-,2,3825420,1977,0.542,TAA
orf6112,-,0,3825611,417,0.547,TAG
orf6113,-,0,3826412,345,0.586,TGA
orf6114,-,0,3830276,318,0.541,TAG
orf6115,-,2,3830739,381,0.543,TAG
orf6116,-,1,3831238,444,0.541,TAG
orf6117,-,0,3831665,540,0.52,TAA
orf6118,-,2,3835605,981,0.551,TGA
orf6119,-,0,3838781,411,0.535,TAA
orf6120,-,1,3840151,972,0.44,TAA
orf6121,-,2,3841275,1047,0.528,TAA
orf6122,-,1,3842497,720,0.526,TAA
orf6123,-,1,3843400,357,0.482,TAA
orf6124,-,2,3843726,720,0.529,TAA
orf6125,-,1,3845635,435,0.487,TAA
orf6126,-,0,3845897,423,0.489,TGA
orf6127,-,0,3846722,432,0.519,TAA
orf6128,-,2,3848613,2196,0.519,TAA
orf6129,-,2,3851460,333,0.523,TAA
orf6130,-,2,3853614,786,0.565,TAA
orf6131,-,2,3854781,504,0.524,TAG
orf6132,-,2,3855621,345,0.554,TAG
orf6133,-,1,3855823,456,0.577,TGA
orf6134,-,0,3856775,957,0.495,TGA
orf6135,-,0,3857828,549,0.392,TAA
orf6136,-,1,3859435,555,0.571,TGA
orf6137,-,0,3864863,312,0.353,TAA
orf6138,-,1,3869374,891,0.54,TGA
orf6139,-,2,3870261,327,0.541,TGA
orf6140,-,0,3873749,441,0.546,TGA
orf6141,-,0,3875408,1317,0.519,TAA
orf6142,-,0,3877016,1860,0.525,TAA
orf6143,-,0,3879527,447,0.553,TAA
orf6144,-,1,3880330,396,0.571,TAA
orf6145,-,2,3880356,312,0.587,TGA
orf6146,-,0,3880664,489,0.546,TGA
orf6147,-,2,3881145,495,0.549,TGA
orf6148,-,0,3881639,1704,0.535,TAA
orf6149,-,1,3883339,1179,0.544,TGA
orf6150,-,0,3884507,870,0.538,TGA
orf6151,-,1,3885496,1119,0.545,TAA
orf6152,-,2,3885558,342,0.561,TGA
orf6153,-,1,3887209,927,0.512,TGA
orf6154,-,1,3889333,495,0.469,TGA
orf6155,-,2,3891174,426,0.5,TAA
orf6156,-,2,3891606,720,0.539,TAA
orf6157,-,0,3892835,402,0.517,TAG
orf6158,-,0,3893588,333,0.477,TAA
orf6159,-,2,3894618,1128,0.5,TAA
orf6160,-,1,3896203,309,0.566,TGA
orf6161,-,2,3899277,2220,0.545,TAA
orf6162,-,0,3901607,1413,0.564,TAA
orf6163,-,1,3903094,738,0.496,TAA
orf6164,-,2,3904065,2259,0.547,TAA
orf6165,-,0,3906461,1608,0.524,TGA
orf6166,-,0,3908177,483,0.528,TGA
orf6167,-,2,3908712,393,0.519,TAA
orf6168,-,2,3911352,579,0.508,TGA
orf6169,-,2,3911976,324,0.497,TAA
orf6170,-,0,3912341,888,0.52,TAA
orf6171,-,1,3913225,948,0.501,TGA
orf6172,-,0,3914183,1050,0.503,TAA
orf6173,-,1,3915229,984,0.539,TGA
orf6174,-,2,3916209,702,0.494,TGA
orf6175,-,1,3918103,351,0.476,TGA
orf6176,-,1,3919597,1893,0.539,TGA
orf6177,-,0,3921518,582,0.54,TGA
orf6178,-,1,3922099,528,0.566,TGA
orf6179,-,2,3922164,306,0.569,TGA
orf6180,-,1,3922951,423,0.485,TAG
orf6181,-,1,3923374,630,0.502,TAA
orf6182,-,1,3925477,420,0.533,TGA
orf6183,-,1,3927712,816,0.534,TAA
orf6184,-,0,3929906,654,0.526,TGA
orf6185,-,2,3933270,540,0.53,TGA
orf6186,-,0,3934847,1434,0.557,TAA
orf6187,-,1,3936328,3009,0.558,TGA
orf6188,-,0,3939191,1302,0.551,TAA
orf6189,-,2,3941466,321,0.561,TAG
orf6190,-,2,3942837,822,0.526,TAA
orf6191,-,2,3943749,369,0.507,TAA
orf6192,-,0,3944186,390,0.533,TGA
orf6193,-,2,3944853,933,0.496,TAG
orf6194,-,1,3947617,342,0.544,TAG
orf6195,-,1,3949060,1014,0.573,TAA
orf6196,-,2,3950601,369,0.509,TAA
orf6197,-,0,3952688,903,0.525,TGA
orf6198,-,1,3953377,300,0.5,TAG
orf6199,-,0,3953726,405,0.511,TAA
orf6200,-,0,3954497,507,0.527,TAA
orf6201,-,2,3955257,765,0.566,TAA
orf6202,-,0,3957086,1521,0.554,TAA
orf6203,-,0,3959573,315,0.584,TGA
orf6204,-,1,3960445,333,0.511,TAA
orf6205,-,2,3961350,510,0.527,TAA
orf6206,-,2,3963021,1212,0.543,TGA
orf6207,-,2,3964374,522,0.544,TGA
orf6208,-,2,3966261,645,0.527,TAG
orf6209,-,0,3968606,348,0.532,TGA
orf6210,-,1,3970459,408,0.534,TGA
orf6211,-,2,3971484,570,0.572,TAA
orf6212,-,0,3973358,417,0.48,TAA
orf6213,-,1,3973771,315,0.378,TGA
orf6214,-,0,3974369,1167,0.54,TAA
orf6215,-,2,3977022,309,0.515,TAA
orf6216,-,1,3980824,552,0.5,TAA
orf6217,-,0,3981458,1488,0.54,TAA
orf6218,-,1,3982960,1413,0.54,TAA
orf6219,-,2,3984972,462,0.541,TAA
orf6220,-,0,3985706,312,0.564,TAA
orf6221,-,2,3986571,336,0.512,TAA
orf6222,-,2,3992946,897,0.553,TAA
orf6223,-,1,3994969,1311,0.568,TAA
orf6224,-,1,3996307,1332,0.502,TGA
orf6225,-,0,3997913,1365,0.536,TGA
orf6226,-,1,3999349,438,0.518,TAA
orf6227,-,0,3999752,2295,0.532,TGA
orf6228,-,0,4002080,1221,0.48,TAA
orf6229,-,2,4003314,1332,0.497,TAA
orf6230,-,2,4004667,990,0.465,TAA
orf6231,-,0,4005755,939,0.421,TAG
orf6232,-,0,4009859,1227,0.539,TGA
orf6233,-,0,4011101,900,0.523,TAA
orf6234,-,1,4012021,771,0.527,TAA
orf6235,-,1,4012807,1335,0.506,TAA
orf6236,-,2,4014996,315,0.514,TAG
orf6237,-,2,4017090,810,0.527,TGA
orf6238,-,0,4018886,369,0.556,TAA
orf6239,-,2,4019916,426,0.568,TAA
orf6240,-,1,4020085,345,0.58,TAA
orf6241,-,2,4021596,846,0.554,TAA
orf6242,-,0,4034972,861,0.545,TAA
orf6243,-,0,4037201,363,0.54,TGA
orf6244,-,0,4038410,312,0.5,TGA
orf6245,-,0,4039595,1041,0.575,TGA
orf6246,-,0,4040708,681,0.554,TAA
orf6247,-,2,4041969,444,0.552,TAA
orf6248,-,2,4042752,504,0.55,TAA
orf6249,-,2,4044762,450,0.564,TAA
orf6250,-,2,4047069,1245,0.527,TAA
orf6251,-,2,4048467,1941,0.549,TAA
orf6252,-,0,4048703,327,0.541,TGA
orf6253,-,0,4050536,885,0.482,TAG
orf6254,-,0,4051529,2205,0.535,TAA
orf6255,-,2,4054329,945,0.529,TAA
orf6256,-,0,4055273,402,0.525,TAA
orf6257,-,1,4055839,2673,0.535,TAA
orf6258,-,1,4058536,1488,0.53,TAA
orf6259,-,1,4060051,423,0.494,TAA
orf6260,-,1,4061107,996,0.511,TGA
orf6261,-,0,4062485,1626,0.428,TGA
orf6262,-,2,4064670,333,0.505,TAA
orf6263,-,0,4065230,1338,0.54,TAA
orf6264,-,2,4066560,849,0.516,TAA
orf6265,-,0,4067498,1935,0.537,TAA
orf6266,-,0,4069532,630,0.505,TAA
orf6267,-,2,4070217,303,0.472,TAG
orf6268,-,2,4070736,477,0.486,TAA
orf6269,-,1,4072933,1173,0.529,TAA
orf6270,-,1,4074121,966,0.528,TGA
orf6271,-,2,4075491,312,0.484,TAA
orf6272,-,0,4077587,1260,0.533,TAA
orf6273,-,1,4079608,636,0.524,TAA
orf6274,-,1,4080262,552,0.498,TAA
orf6275,-,0,4080818,783,0.552,TGA
orf6276,-,2,4081608,810,0.547,TAA
orf6277,-,0,4083983,390,0.541,TGA
orf6278,-,1,4087177,561,0.547,TAG
orf6279,-,2,4091433,729,0.52,TAA
orf6280,-,0,4092158,663,0.523,TGA
orf6281,-,2,4093041,2337,0.505,TGA
orf6282,-,0,4094006,399,0.506,TGA
orf6283,-,0,4095473,930,0.555,TAG
orf6284,-,2,4097985,666,0.566,TAA
orf6285,-,2,4100181,477,0.551,TGA
orf6286,-,2,4102359,759,0.548,TAA
orf6287,-,0,4102499,447,0.562,TAG
orf6288,-,0,4104260,465,0.475,TAA
orf6289,-,1,4104721,876,0.587,TGA
orf6290,-,0,4104917,351,0.632,TGA
orf6291,-,2,4105593,690,0.58,TGA
orf6292,-,0,4106330,1491,0.545,TAA
orf6293,-,0,4107929,894,0.518,TGA
orf6294,-,2,4108944,792,0.537,TAA
orf6295,-,2,4110840,363,0.51,TAA
orf6296,-,0,4111514,498,0.552,TAA
orf6297,-,1,4112017,639,0.535,TAA
orf6298,-,0,4113050,393,0.519,TAA
orf6299,-,0,4113458,429,0.506,TAA
orf6300,-,1,4114105,1128,0.518,TAA
orf6301,-,1,4116412,378,0.516,TGA
orf6302,-,2,4117740,339,0.534,TGA
orf6303,-,1,4118566,939,0.524,TAA
orf6304,-,1,4120801,345,0.501,TAA
orf6305,-,2,4121457,1968,0.526,TAA
orf6306,-,0,4123430,579,0.544,TAA
orf6307,-,2,4125816,1446,0.547,TAA
orf6308,-,0,4127417,3654,0.535,TGA
orf6309,-,2,4131285,1470,0.523,TAA
orf6310,-,1,4132744,594,0.54,TGA
orf6311,-,2,4133346,417,0.506,TAA
orf6312,-,0,4133834,1104,0.559,TAG
orf6313,-,1,4135003,1044,0.543,TAA
orf6314,-,0,4136351,1941,0.506,TAA
orf6315,-,1,4136824,372,0.524,TGA
orf6316,-,2,4138692,303,0.611,TAA
orf6317,-,0,4140479,474,0.53,TGA
orf6318,-,2,4141041,945,0.549,TGA
orf6319,-,2,4142022,339,0.469,TGA
orf6320,-,2,4143897,387,0.545,TGA
orf6321,-,0,4144124,459,0.558,TGA
orf6322,-,2,4145325,402,0.51,TAG
orf6323,-,1,4145572,468,0.549,TGA
orf6324,-,2,4147761,663,0.442,TAA
orf6325,-,0,4148984,543,0.532,TAA
orf6326,-,2,4152807,345,0.487,TAG
orf6327,-,2,4157088,516,0.483,TAA
orf6328,-,0,4158206,303,0.531,TAA
orf6329,-,0,4165031,819,0.491,TGA
orf6330,-,2,4165854,444,0.532,TAA
orf6331,-,1,4166431,543,0.499,TAA
orf6332,-,0,4167002,474,0.458,TAA
orf6333,-,2,4167447,1125,0.509,TGA
orf6334,-,0,4173716,426,0.502,TGA
orf6335,-,2,4174152,369,0.48,TAG
orf6336,-,1,4174627,384,0.536,TAA
orf6337,-,0,4175051,990,0.522,TAA
orf6338,-,2,4176066,621,0.507,TAA
orf6339,-,2,4176720,390,0.518,TAA
orf6340,-,1,4177777,1332,0.497,TAA
orf6341,-,0,4179116,435,0.538,TAA
orf6342,-,0,4179737,504,0.498,TAA
orf6343,-,1,4180255,354,0.537,TAA
orf6344,-,1,4180618,534,0.521,TAA
orf6345,-,1,4181164,393,0.501,TAA
orf6346,-,1,4181590,306,0.526,TAA
orf6347,-,2,4181910,540,0.498,TAA
orf6348,-,0,4182464,315,0.463,TAA
orf6349,-,2,4182789,372,0.511,TAA
orf6350,-,2,4183770,411,0.516,TAA
orf6351,-,2,4184193,702,0.51,TAA
orf6352,-,0,4184912,333,0.498,TGA
orf6353,-,0,4185554,822,0.532,TAA
orf6354,-,1,4186393,303,0.482,TAA
orf6355,-,2,4186692,606,0.53,TGA
orf6356,-,1,4187308,630,0.513,TAA
orf6357,-,2,4187970,312,0.554,TAA
orf6358,-,0,4189124,477,0.417,TAA
orf6359,-,1,4190050,912,0.538,TAA
orf6360,-,0,4191305,2115,0.507,TAA
orf6361,-,0,4193516,471,0.497,TAA
orf6362,-,0,4194083,375,0.533,TAA
orf6363,-,0,4194878,360,0.511,TGA
orf6364,-,1,4195237,387,0.553,TGA
orf6365,-,2,4195623,723,0.473,TAA
orf6366,-,1,4196512,813,0.485,TAA
orf6367,-,0,4197812,591,0.555,TAA
orf6368,-,2,4198734,1779,0.546,TAG
orf6369,-,0,4200512,555,0.562,TGA
orf6370,-,1,4202599,453,0.552,TGA
orf6371,-,0,4202828,651,0.575,TGA
orf6372,-,2,4205319,405,0.514,TGA
orf6373,-,2,4208865,1221,0.542,TAA
orf6374,-,1,4210171,564,0.535,TGA
orf6375,-,0,4210766,603,0.529,TAA
orf6376,-,0,4211630,573,0.511,TAA
orf6377,-,0,4214414,420,0.533,TAA
orf6378,-,0,4215401,402,0.54,TAG
orf6379,-,0,4216904,366,0.557,TGA
orf6380,-,2,4217112,468,0.566,TAA
orf6381,-,0,4217738,330,0.545,TGA
orf6382,-,2,4220286,510,0.547,TAG
orf6383,-,0,4220549,309,0.56,TAG
orf6384,-,0,4221164,474,0.519,TAA
orf6385,-,2,4223028,531,0.569,TAA
orf6386,-,1,4224829,1005,0.526,TAA
orf6387,-,0,4225826,759,0.528,TAA
orf6388,-,2,4226577,678,0.513,TAA
orf6389,-,0,4227272,837,0.491,TAA
orf6390,-,2,4228215,1287,0.541,TAA
orf6391,-,1,4229593,1089,0.541,TAA
orf6392,-,2,4230738,678,0.475,TAA
orf6393,-,1,4231660,1239,0.543,TAA
orf6394,-,0,4232810,441,0.519,TGA
orf6395,-,2,4233204,441,0.531,TAA
orf6396,-,1,4233628,540,0.546,TGA
orf6397,-,0,4234151,795,0.574,TAA
orf6398,-,2,4237782,561,0.508,TAA
orf6399,-,2,4239615,333,0.505,TGA
orf6400,-,0,4242908,1725,0.499,TGA
orf6401,-,1,4245139,468,0.509,TAA
orf6402,-,0,4246709,1353,0.569,TAA
orf6403,-,1,4248058,720,0.549,TGA
orf6404,-,2,4249980,1014,0.575,TGA
orf6405,-,2,4251093,504,0.562,TAA
orf6406,-,2,4251621,381,0.58,TGA
orf6407,-,2,4253529,744,0.567,TAG
orf6408,-,0,4253693,348,0.589,TAG
orf6409,-,2,4254999,318,0.541,TAA
orf6410,-,0,4256246,771,0.562,TAG
orf6411,-,2,4258686,336,0.491,TGA
orf6412,-,1,4258840,363,0.543,TAA
orf6413,-,1,4259581,495,0.525,TGA
orf6414,-,2,4260093,2085,0.55,TAG
orf6415,-,2,4262187,2394,0.521,TAA
orf6416,-,0,4268768,1032,0.592,TGA
orf6417,-,0,4269800,1227,0.509,TAA
orf6418,-,0,4272794,795,0.54,TGA
orf6419,-,2,4273569,831,0.543,TAA
orf6420,-,0,4274444,327,0.532,TAA
orf6421,-,0,4275350,702,0.519,TAA
orf6422,-,2,4276680,603,0.458,TAA
orf6423,-,0,4277282,993,0.47,TAA
orf6424,-,2,4278300,1518,0.474,TAA
orf6425,-,1,4279933,2448,0.509,TAA
orf6426,-,1,4282399,1434,0.55,TAG
orf6427,-,2,4283832,1317,0.52,TAA
orf6428,-,0,4285145,1974,0.544,TGA
orf6429,-,1,4287115,2187,0.532,TGA
orf6430,-,2,4289574,1164,0.538,TAA
orf6431,-,0,4291508,1296,0.503,TAA
orf6432,-,2,4292862,654,0.492,TGA
orf6433,-,0,4294226,609,0.506,TGA
orf6434,-,2,4294974,1278,0.564,TAA
orf6435,-,2,4296318,489,0.503,TAA
orf6436,-,2,4296984,996,0.542,TAA
orf6437,-,1,4298203,696,0.526,TAA
orf6438,-,2,4299021,1038,0.508,TAA
orf6439,-,0,4301951,417,0.3,TGA
orf6440,-,1,4302736,1746,0.546,TAA
orf6441,-,1,4305028,744,0.56,TAG
orf6442,-,2,4305768,1071,0.584,TGA
orf6443,-,1,4306840,846,0.538,TAA
orf6444,-,2,4307682,888,0.559,TGA
orf6445,-,1,4308667,1317,0.534,TAA
orf6446,-,2,4310343,747,0.503,TGA
orf6447,-,1,4311208,714,0.566,TAA
orf6448,-,0,4311923,768,0.547,TAA
orf6449,-,1,4312687,1278,0.567,TGA
orf6450,-,2,4313961,927,0.558,TGA
orf6451,-,0,4314935,1110,0.538,TGA
orf6452,-,1,4316848,528,0.453,TAA
orf6453,-,2,4317798,1119,0.543,TAA
orf6454,-,2,4319172,855,0.54,TAA
orf6455,-,1,4320271,1086,0.537,TAA
orf6456,-,0,4321322,669,0.559,TAA
orf6457,-,1,4321993,1497,0.535,TAA
orf6458,-,2,4324497,360,0.506,TAA
orf6459,-,2,4325754,390,0.559,TAG
orf6460,-,0,4326371,354,0.593,TGA
orf6461,-,0,4327049,354,0.588,TGA
orf6462,-,2,4327185,372,0.57,TGA
orf6463,-,0,4329125,339,0.51,TAA
orf6464,-,2,4329762,1251,0.56,TAA
orf6465,-,1,4330360,351,0.57,TAA
orf6466,-,1,4333480,369,0.453,TGA
orf6467,-,1,4334536,453,0.534,TAA
orf6468,-,0,4339427,915,0.567,TAG
orf6469,-,1,4340737,417,0.547,TAA
orf6470,-,1,4342090,405,0.617,TGA
orf6471,-,0,4343957,348,0.592,TGA
orf6472,-,2,4345176,378,0.598,TAA
orf6473,-,0,4347425,303,0.521,TAG
orf6474,-,2,4351290,459,0.61,TGA
orf6475,-,1,4351552,624,0.606,TAA
orf6476,-,2,4352664,339,0.593,TGA
orf6477,-,0,4356284,432,0.539,TAG
orf6478,-,2,4356513,462,0.541,TAG
orf6479,-,2,4357173,363,0.62,TAA
orf6480,-,2,4358667,408,0.498,TAA
orf6481,-,1,4359451,360,0.439,TAA
orf6482,-,2,4360155,1128,0.537,TAA
orf6483,-,0,4361279,2736,0.565,TGA
orf6484,-,1,4364011,1068,0.593,TGA
orf6485,-,2,4365444,1623,0.372,TGA
orf6486,-,2,4367328,1674,0.341,TAA
orf6487,-,1,4370692,1158,0.554,TGA
orf6488,-,1,4372171,321,0.517,TAA
orf6489,-,1,4372582,375,0.536,TAA
orf6490,-,0,4373696,336,0.476,TAA
orf6491,-,2,4375824,354,0.503,TAA
orf6492,-,2,4376691,795,0.584,TAA
orf6493,-,0,4376996,306,0.614,TAA
orf6494,-,1,4377451,2043,0.546,TGA
orf6495,-,1,4380268,1380,0.539,TAA
